author_a,author_b,author_a_name,author_b_name,papers_shared,weight_frac,both_faculty
hvidberg_kristofferballe_01,kreiner_clausthustrup_01,Kristoffer Balle Hvidberg,Claus Thustrup Kreiner,1,0.500000,false
hvidberg_kristofferballe_01,stantcheva_stefanie_01,Kristoffer Balle Hvidberg,Stefanie Stantcheva,1,0.500000,false
hwang_jj_01,mccleary_rm_01,J.J. Hwang,R.M. McCleary,1,0.500000,false
hyman_steven_01,laibson_david_01,Steven Hyman,David Laibson,1,0.083333,false
hyman_steven_01,martin_aliciar_01,Steven Hyman,Alicia R. Martin,1,0.083333,false
hyman_steven_01,meyer_michellen_04,Steven Hyman,Michelle N. Meyer,1,0.083333,false
hyman_steven_01,neale_benjaminm_01,Steven Hyman,Benjamin M. Neale,1,0.083333,false
hyman_steven_01,rehm_heidil_01,Steven Hyman,Heidi L. Rehm,1,0.083333,false
hyman_steven_01,turley_patrick_01,Steven Hyman,Patrick Turley,1,0.083333,false
hyman_steven_01,visscher_peterm_01,Steven Hyman,Peter M. Visscher,1,0.083333,false
hyman_steven_01,wang_nancy_07,Steven Hyman,Nancy Wang,1,0.083333,false
hyman_steven_01,wilkinshaug_louise_01,Steven Hyman,Louise Wilkins-Haug,1,0.083333,false
iacono_williamg_01,jala_jonathan_01,William G. Iacono,Jonathan Jala,1,0.020000,false
iacono_williamg_01,jayashankar_hariharan_01,William G. Iacono,Hariharan Jayashankar,1,0.023810,false
iacono_williamg_01,johannesson_magnus_01,William G. Iacono,Magnus Johannesson,1,0.023810,false
iacono_williamg_01,krueger_robertf_03,William G. Iacono,Robert F. Krueger,1,0.020000,false
iacono_williamg_01,linner_richardkarlsson_01,William G. Iacono,Richard Karlsson Linner,1,0.023810,false
iacono_williamg_01,maj_carlo_01,William G. Iacono,Carlo Maj,1,0.020000,false
iacono_williamg_01,mallard_travist_01,William G. Iacono,Travis T. Mallard,1,0.023810,false
iacono_williamg_01,milani_lili_01,William G. Iacono,Lili Milani,1,0.023810,false
iacono_williamg_01,morris_tim_04,William G. Iacono,Tim Morris,1,0.020000,false
iacono_williamg_01,pahnke_charlotte_01,William G. Iacono,Charlotte Pahnke,1,0.020000,false
iacono_williamg_01,ploubidis_george_01,William G. Iacono,George Ploubidis,1,0.020000,false
iacono_williamg_01,richter_david_01,William G. Iacono,David Richter,1,0.020000,false
iacono_williamg_01,sands_harry_02,William G. Iacono,Harry Sands,1,0.020000,false
iacono_williamg_01,shabalin_andrey_01,William G. Iacono,Andrey Shabalin,1,0.020000,false
iacono_williamg_01,spinath_frank_01,William G. Iacono,Frank Spinath,1,0.020000,false
iacono_williamg_01,team_23andmeresearch_01,William G. Iacono,23andMe Research Team,1,0.020000,false
iacono_williamg_01,team_estonian_02,William G. Iacono,Estonian Team,1,0.020000,false
iacono_williamg_01,terskaya_anastasia_01,William G. Iacono,Anastasia Terskaya,1,0.020000,false
iacono_williamg_01,vainik_uku_01,William G. Iacono,Uku Vainik,1,0.020000,false
iacono_williamg_01,visscher_peterm_01,William G. Iacono,Peter M. Visscher,1,0.023810,false
iacono_williamg_01,wang_nancy_07,William G. Iacono,Nancy Wang,1,0.023810,false
ichimura_hidehiko_01,newey_whitneyk_02,Hidehiko Ichimura,Whitney K. Newey,1,0.250000,false
ichimura_hidehiko_01,robins_james_01,Hidehiko Ichimura,James Robins,1,0.250000,false
ichniowski_casey_01,kleiner_morris_01,Casey Ichniowski,Morris Kleiner,1,0.333333,false
ichniowski_casey_01,lauer_x_01,Casey Ichniowski,Lauer,1,0.500000,false
ichniowski_casey_01,zax_jeffrey_01,Casey Ichniowski,Jeffrey Zax,1,0.500000,false
idoux_clemencem_01,pathak_paraga_01,Clemence M. Idoux,Parag A. Pathak,1,0.333333,false
idrissi_zakariaelamraniel_01,machado_helene_01,Zakaria El Amrani El Idrissi,Helene Machado,1,0.200000,false
iii_charlesking_01,newhouse_josephp_02,Charles King III,Joseph P. Newhouse,1,0.142857,false
iii_charlesking_01,rosenthal_meredithb_01,Charles King III,Meredith B. Rosenthal,1,0.142857,false
iii_charlesking_01,vigdor_elizabethrichardson_01,Charles King III,Elizabeth Richardson Vigdor,1,0.142857,false
iii_johndonohue_02,schwab_stewartj_01,John Donohue III,Stewart J. Schwab,1,0.500000,false
iii_johnjdonohue_03,schwab_stewartj_01,John J. Donohue III,Stewart J. Schwab,1,0.500000,false
iii_taxreformworkingpapersvolume_04,shapiro_robert_04,Tax Reform Working Papers Volume III,Robert Shapiro,1,0.166667,false
iii_taxreformworkingpapersvolume_04,washington_ed_03,Tax Reform Working Papers Volume III,ed.  Washington,1,0.166667,false
ikram_mohammad_01,internationalcannabisconsortium_x_01,Mohammad Ikram,International_Cannabis_Consortium,1,0.010417,false
ikram_mohammad_01,jain_sonia_02,Mohammad Ikram,Sonia Jain,1,0.010417,false
ikram_mohammad_01,johannesson_magnus_01,Mohammad Ikram,Magnus Johannesson,1,0.010417,false
ikram_mohammad_01,joshi_peterk_01,Mohammad Ikram,Peter K. Joshi,1,0.010417,false
ikram_mohammad_01,karhunen_ville_01,Mohammad Ikram,Ville Karhunen,1,0.010417,false
ikram_mohammad_01,karlsson_robert_01,Mohammad Ikram,Robert Karlsson,1,0.010417,false
ikram_mohammad_01,kessler_ronaldc_02,Mohammad Ikram,Ronald C. Kessler,1,0.010417,false
ikram_mohammad_01,kleinman_aaron_01,Mohammad Ikram,Aaron Kleinman,1,0.010417,false
ikram_mohammad_01,koellinger_philippd_01,Mohammad Ikram,Philipp D. Koellinger,1,0.010417,false
ikram_mohammad_01,kong_edward_02,Mohammad Ikram,Edward Kong,1,0.010417,false
ikram_mohammad_01,kooyman_maarten_01,Mohammad Ikram,Maarten Kooyman,1,0.010417,false
ikram_mohammad_01,kumari_meena_01,Mohammad Ikram,Meena Kumari,1,0.010417,false
ikram_mohammad_01,laibson_david_01,Mohammad Ikram,David Laibson,1,0.010417,false
ikram_mohammad_01,lebreton_mael_01,Mohammad Ikram,"Ma\""el Lebreton",1,0.010417,false
ikram_mohammad_01,lee_jamesj_05,Mohammad Ikram,James J. Lee,1,0.010417,false
ikram_mohammad_01,levin_remy_01,Mohammad Ikram,Remy Levin,1,0.010417,false
ikram_mohammad_01,lill_christina_01,Mohammad Ikram,Christina Lill,1,0.010417,false
ikram_mohammad_01,linner_richardkarlsson_01,Mohammad Ikram,Richard Karlsson Linner,1,0.010417,false
ikram_mohammad_01,mackillop_james_01,Mohammad Ikram,James MacKillop,1,0.010417,false
ikram_mohammad_01,magnusson_patrikke_01,Mohammad Ikram,Patrik K. E. Magnusson,1,0.010417,false
ikram_mohammad_01,mannikko_minna_01,Mohammad Ikram,"Minna M\""annikk\""o",1,0.010417,false
ikram_mohammad_01,mcqueen_matthew_02,Mohammad Ikram,Matthew McQueen,1,0.010417,false
ikram_mohammad_01,meddens_fleur_01,Mohammad Ikram,Fleur Meddens,1,0.010417,false
ikram_mohammad_01,meddens_gerardus_02,Mohammad Ikram,Gerardus Meddens,1,0.010417,false
ikram_mohammad_01,meyer_michellen_04,Mohammad Ikram,Michelle N. Meyer,1,0.010417,false
ikram_mohammad_01,morcillosuarez_carlos_01,Mohammad Ikram,Carlos Morcillo-Suarez,1,0.010417,false
ikram_mohammad_01,muntane_gerard_01,Mohammad Ikram,Gerard Muntan\'e,1,0.010417,false
ikram_mohammad_01,navarro_arcadi_01,Mohammad Ikram,Arcadi Navarro,1,0.010417,false
ikram_mohammad_01,nivard_michel_01,Mohammad Ikram,Michel Nivard,1,0.010417,false
ikram_mohammad_01,okbay_aysu_02,Mohammad Ikram,Aysu Okbay,1,0.010417,false
ikram_mohammad_01,palmer_abraham_01,Mohammad Ikram,Abraham Palmer,1,0.010417,false
ikram_mohammad_01,pers_tuneh_01,Mohammad Ikram,Tune H. Pers,1,0.010417,false
ikram_mohammad_01,posthuma_danielle_01,Mohammad Ikram,Danielle Posthuma,1,0.010417,false
ikram_mohammad_01,psychiatricgenomicsconsortium_x_01,Mohammad Ikram,Psychiatric_Genomics_Consortium,1,0.010417,false
ikram_mohammad_01,rietveld_corneliusa_01,Mohammad Ikram,Cornelius A. Rietveld,1,0.010417,false
ikram_mohammad_01,rooij_vanfrank_02,Mohammad Ikram,van Frank Rooij,1,0.010417,false
ikram_mohammad_01,sanchezroige_sandra_01,Mohammad Ikram,Sandra Sanchez-Roige,1,0.010417,false
ikram_mohammad_01,schmidt_klaus_02,Mohammad Ikram,Klaus Schmidt,1,0.010417,false
ikram_mohammad_01,schunk_daniel_01,Mohammad Ikram,Daniel Schunk,1,0.010417,false
ikram_mohammad_01,smart_melissac_01,Mohammad Ikram,Melissa C. Smart,1,0.010417,false
ikram_mohammad_01,socialsciencegeneticassociationconsortium_x_01,Mohammad Ikram,Social_Science_Genetic_Association_Consortium,1,0.010417,false
ikram_mohammad_01,stein_murray_04,Mohammad Ikram,Murray Stein,1,0.010417,false
ikram_mohammad_01,sutter_matthias_01,Mohammad Ikram,Matthias Sutter,1,0.010417,false
ikram_mohammad_01,svento_rauli_01,Mohammad Ikram,Rauli Svento,1,0.010417,false
ikram_mohammad_01,taskesen_erdogan_01,Mohammad Ikram,Erdogan Taskesen,1,0.010417,false
ikram_mohammad_01,thurik_aroy_01,Mohammad Ikram,A. Roy Thurik,1,0.010417,false
ikram_mohammad_01,tiemeier_henning_01,Mohammad Ikram,Henning Tiemeier,1,0.010417,false
ikram_mohammad_01,timmers_paulrhj_01,Mohammad Ikram,Paul RHJ Timmers,1,0.010417,false
ikram_mohammad_01,timshel_pascaln_01,Mohammad Ikram,Pascal N. Timshel,1,0.010417,false
ikram_mohammad_01,tino_stephen_01,Mohammad Ikram,Stephen Tino,1,0.010417,false
ikram_mohammad_01,trzaskowski_maciej_01,Mohammad Ikram,Maciej Trzaskowski,1,0.010417,false
ikram_mohammad_01,turley_patrick_01,Mohammad Ikram,Patrick Turley,1,0.010417,false
ikram_mohammad_01,uitterlinden_andre_01,Mohammad Ikram,Andre Uitterlinden,1,0.010417,false
ikram_mohammad_01,ursano_robert_01,Mohammad Ikram,Robert Ursano,1,0.010417,false
ikram_mohammad_01,vlaming_deronald_01,Mohammad Ikram,de Ronald Vlaming,1,0.010417,false
ikram_mohammad_01,wagner_gert_02,Mohammad Ikram,Gert Wagner,1,0.010417,false
ikram_mohammad_01,wedow_robbee_01,Mohammad Ikram,Robbee Wedow,1,0.010417,false
ikram_mohammad_01,white_jon_05,Mohammad Ikram,Jon White,1,0.010417,false
ikram_mohammad_01,wilson_jamesf_01,Mohammad Ikram,James F. Wilson,1,0.010417,false
ikram_mohammad_01,wit_deharriet_01,Mohammad Ikram,de Harriet Wit,1,0.010417,false
ikram_mohammad_01,wu_yang_06,Mohammad Ikram,Yang Wu,1,0.010417,false
ikram_mohammad_01,yang_jian_07,Mohammad Ikram,Jian Yang,1,0.010417,false
ikram_mohammad_01,zhang_futao_03,Mohammad Ikram,Futao Zhang,1,0.010417,false
ikram_mohammad_01,zund_christian_01,Mohammad Ikram,"Christian Z\""und",1,0.010417,false
illick_c_01,misra_v_02,C. Illick,V. Misra,1,0.200000,false
illick_c_01,narasipura_s_01,C. Illick,S. Narasipura,1,0.200000,false
illick_c_01,rho_s_01,C. Illick,S. Rho,1,0.200000,false
ilzetski_ethan_01,reinhart_carmenm_01,Ethan Ilzetski,Carmen M. Reinhart,1,0.500000,false
ilzetski_ethan_01,rogoff_kenneth_01,Ethan Ilzetski,Kenneth Rogoff,1,0.500000,false
imai_kosuke_01,imbens_guidow_01,Kosuke Imai,Guido W. Imbens,1,0.014085,false
imai_kosuke_01,ioannidis_johnpa_01,Kosuke Imai,John P. A. Ioannidis,1,0.014085,false
imai_kosuke_01,jeon_minjeong_02,Kosuke Imai,Minjeong Jeon,1,0.014085,false
imai_kosuke_01,johannesson_magnus_01,Kosuke Imai,Magnus Johannesson,1,0.014085,false
imai_kosuke_01,johnson_valen_06,Kosuke Imai,Valen Johnson,1,0.014085,false
imai_kosuke_01,jones_jamesholland_03,Kosuke Imai,James Holland Jones,1,0.014085,false
imai_kosuke_01,kirchler_michael_01,Kosuke Imai,Michael Kirchler,1,0.014085,false
imai_kosuke_01,laibson_david_01,Kosuke Imai,David Laibson,1,0.014085,false
imai_kosuke_01,list_johna_01,Kosuke Imai,John A. List,1,0.014085,false
imai_kosuke_01,little_roderick_01,Kosuke Imai,Roderick Little,1,0.014085,false
imai_kosuke_01,lupia_arthur_01,Kosuke Imai,Arthur Lupia,1,0.014085,false
imai_kosuke_01,machery_edouard_01,Kosuke Imai,Edouard Machery,1,0.014085,false
imai_kosuke_01,maxwell_scott_01,Kosuke Imai,Scott Maxwell,1,0.014085,false
imai_kosuke_01,mccarthy_michael_01,Kosuke Imai,Michael McCarthy,1,0.014085,false
imai_kosuke_01,moore_don_01,Kosuke Imai,Don Moore,1,0.014085,false
imai_kosuke_01,morgan_stephen_01,Kosuke Imai,Stephen Morgan,1,0.014085,false
imai_kosuke_01,munafo_marcus_01,Kosuke Imai,Marcus Munafo,1,0.014085,false
imai_kosuke_01,nakagawa_shinichi_01,Kosuke Imai,Shinichi Nakagawa,1,0.014085,false
imai_kosuke_01,nosek_brian_01,Kosuke Imai,Brian Nosek,1,0.014085,false
imai_kosuke_01,nyhan_brendan_01,Kosuke Imai,Brendan Nyhan,1,0.014085,false
imai_kosuke_01,parker_timothy_02,Kosuke Imai,Timothy Parker,1,0.014085,false
imai_kosuke_01,pericchi_luis_01,Kosuke Imai,Luis Pericchi,1,0.014085,false
imai_kosuke_01,perugini_marco_01,Kosuke Imai,Marco Perugini,1,0.014085,false
imai_kosuke_01,rouder_jeffrey_01,Kosuke Imai,Jeffrey Rouder,1,0.014085,false
imai_kosuke_01,rousseau_judith_01,Kosuke Imai,Judith Rousseau,1,0.014085,false
imai_kosuke_01,savalei_victoria_01,Kosuke Imai,Victoria Savalei,1,0.014085,false
imai_kosuke_01,schonbrodt_felix_01,Kosuke Imai,"Felix Sch\""onbrodt",1,0.014085,false
imai_kosuke_01,sellke_thomas_01,Kosuke Imai,Thomas Sellke,1,0.014085,false
imai_kosuke_01,sinclair_betsy_01,Kosuke Imai,Betsy Sinclair,1,0.014085,false
imai_kosuke_01,tingley_dustin_01,Kosuke Imai,Dustin Tingley,1,0.014085,false
imai_kosuke_01,vazire_simine_01,Kosuke Imai,Simine Vazire,1,0.014085,false
imai_kosuke_01,wagenmakers_ericjan_01,Kosuke Imai,Eric-Jan Wagenmakers,1,0.014085,false
imai_kosuke_01,watts_duncan_01,Kosuke Imai,Duncan Watts,1,0.014085,false
imai_kosuke_01,winship_christopher_01,Kosuke Imai,Christopher Winship,1,0.014085,false
imai_kosuke_01,wolpert_robertl_01,Kosuke Imai,Robert L. Wolpert,1,0.014085,false
imai_kosuke_01,xie_yu_03,Kosuke Imai,Yu Xie,1,0.014085,false
imai_kosuke_01,young_cristobal_02,Kosuke Imai,Cristobal Young,1,0.014085,false
imai_kosuke_01,zandt_trishavan_01,Kosuke Imai,Trisha Van Zandt,1,0.014085,false
imai_kosuke_01,zinman_jonathan_01,Kosuke Imai,Jonathan Zinman,1,0.014085,false
imbens_guidow_01,ioannidis_johnpa_01,Guido W. Imbens,John P. A. Ioannidis,1,0.014085,false
imbens_guidow_01,jeon_minjeong_02,Guido W. Imbens,Minjeong Jeon,1,0.014085,false
imbens_guidow_01,jia_s_02,Guido W. Imbens,S. Jia,1,0.166667,false
imbens_guidow_01,johannesson_magnus_01,Guido W. Imbens,Magnus Johannesson,1,0.014085,false
imbens_guidow_01,johnson_valen_06,Guido W. Imbens,Valen Johnson,1,0.014085,false
imbens_guidow_01,jones_jamesholland_03,Guido W. Imbens,James Holland Jones,1,0.014085,false
imbens_guidow_01,kang_hyunseung_02,Guido W. Imbens,Hyunseung Kang,1,0.333333,false
imbens_guidow_01,karrer_brian_01,Guido W. Imbens,Brian Karrer,1,0.200000,false
imbens_guidow_01,kirchler_michael_01,Guido W. Imbens,Michael Kirchler,1,0.014085,false
imbens_guidow_01,laibson_david_01,Guido W. Imbens,David Laibson,1,0.014085,false
imbens_guidow_01,lei_lihua_01,Guido W. Imbens,Lihua Lei,1,0.200000,false
imbens_guidow_01,list_johna_01,Guido W. Imbens,John A. List,1,0.014085,false
imbens_guidow_01,little_roderick_01,Guido W. Imbens,Roderick Little,1,0.014085,false
imbens_guidow_01,lupia_arthur_01,Guido W. Imbens,Arthur Lupia,1,0.014085,false
imbens_guidow_01,machery_edouard_01,Guido W. Imbens,Edouard Machery,1,0.014085,false
imbens_guidow_01,maxwell_scott_01,Guido W. Imbens,Scott Maxwell,1,0.014085,false
imbens_guidow_01,mccarthy_michael_01,Guido W. Imbens,Michael McCarthy,1,0.014085,false
imbens_guidow_01,mcqueen_j_01,Guido W. Imbens,J. McQueen,1,0.166667,false
imbens_guidow_01,moore_don_01,Guido W. Imbens,Don Moore,1,0.014085,false
imbens_guidow_01,morgan_stephen_01,Guido W. Imbens,Stephen Morgan,1,0.014085,false
imbens_guidow_01,munafo_marcus_01,Guido W. Imbens,Marcus Munafo,1,0.014085,false
imbens_guidow_01,nakagawa_shinichi_01,Guido W. Imbens,Shinichi Nakagawa,1,0.014085,false
imbens_guidow_01,newey_whitneyk_02,Guido W. Imbens,Whitney K. Newey,1,0.500000,false
imbens_guidow_01,nosek_brian_01,Guido W. Imbens,Brian Nosek,1,0.014085,false
imbens_guidow_01,nyhan_brendan_01,Guido W. Imbens,Brendan Nyhan,1,0.014085,false
imbens_guidow_01,parker_timothy_02,Guido W. Imbens,Timothy Parker,1,0.014085,false
imbens_guidow_01,pericchi_luis_01,Guido W. Imbens,Luis Pericchi,1,0.014085,false
imbens_guidow_01,perugini_marco_01,Guido W. Imbens,Marco Perugini,1,0.014085,false
imbens_guidow_01,qu_zhaonan_01,Guido W. Imbens,Zhaonan Qu,1,0.333333,false
imbens_guidow_01,rouder_jeffrey_01,Guido W. Imbens,Jeffrey Rouder,1,0.014085,false
imbens_guidow_01,rousseau_judith_01,Guido W. Imbens,Judith Rousseau,1,0.014085,false
imbens_guidow_01,savalei_victoria_01,Guido W. Imbens,Victoria Savalei,1,0.014085,false
imbens_guidow_01,schonbrodt_felix_01,Guido W. Imbens,"Felix Sch\""onbrodt",1,0.014085,false
imbens_guidow_01,schrijvers_okke_01,Guido W. Imbens,Okke Schrijvers,1,0.200000,false
imbens_guidow_01,sellke_thomas_01,Guido W. Imbens,Thomas Sellke,1,0.014085,false
imbens_guidow_01,shi_liang_02,Guido W. Imbens,Liang Shi,1,0.200000,false
imbens_guidow_01,sinclair_betsy_01,Guido W. Imbens,Betsy Sinclair,1,0.014085,false
imbens_guidow_01,stepaniants_s_01,Guido W. Imbens,S. Stepaniants,1,0.166667,false
imbens_guidow_01,tingley_dustin_01,Guido W. Imbens,Dustin Tingley,1,0.014085,false
imbens_guidow_01,torres_s_03,Guido W. Imbens,S. Torres,1,0.166667,false
imbens_guidow_01,vazire_simine_01,Guido W. Imbens,Simine Vazire,1,0.014085,false
imbens_guidow_01,wagenmakers_ericjan_01,Guido W. Imbens,Eric-Jan Wagenmakers,1,0.014085,false
imbens_guidow_01,watts_duncan_01,Guido W. Imbens,Duncan Watts,1,0.014085,false
imbens_guidow_01,winship_christopher_01,Guido W. Imbens,Christopher Winship,1,0.014085,false
imbens_guidow_01,wolpert_robertl_01,Guido W. Imbens,Robert L. Wolpert,1,0.014085,false
imbens_guidow_01,xie_yu_03,Guido W. Imbens,Yu Xie,1,0.014085,false
imbens_guidow_01,young_cristobal_02,Guido W. Imbens,Cristobal Young,1,0.014085,false
imbens_guidow_01,zandt_trishavan_01,Guido W. Imbens,Trisha Van Zandt,1,0.014085,false
imbens_guidow_01,zheng_f_01,Guido W. Imbens,F. Zheng,1,0.500000,false
imbens_guidow_01,zinman_jonathan_01,Guido W. Imbens,Jonathan Zinman,1,0.014085,false
imbriano_paul_01,messer_kassandral_01,Paul Imbriano,Kassandra L. Messer,1,0.111111,false
imbriano_paul_01,raghunathan_trivelloree_01,Paul Imbriano,Trivellore E. Raghunathan,1,0.111111,false
imbriano_paul_01,rosen_allisonb_02,Paul Imbriano,Allison B. Rosen,1,0.111111,false
imbriano_paul_01,shaffer_james_01,Paul Imbriano,James Shaffer,1,0.111111,false
imbriano_paul_01,stewart_susant_04,Paul Imbriano,Susan T. Stewart,1,0.111111,false
immorlica_nicole_01,li_yingkai_22,Nicole Immorlica,Yingkai Li,1,0.333333,false
immorlica_nicole_01,slivkins_alex_01,Nicole Immorlica,Alex Slivkins,1,0.200000,false
information_20201173314133148supplementary_01,sciences_proceedingsofthenationalacademyof_01,2020 (117): 33141-33148. Supplementary Information.,Proceedings of the National Academy of Sciences,1,0.500000,false
institute_miupjohn_02,kalamazoo_editors_01,MI: Upjohn Institute,editors.  Kalamazoo,1,0.111111,false
institute_miupjohn_02,kalamazoo_thepoliticaleconomyofhealthcarereforms_02,MI: Upjohn Institute,The Political Economy of Health Care Reforms.  Kalamazoo,1,0.166667,false
institute_miupjohn_02,states_theunited_02,MI: Upjohn Institute,the United States,1,0.111111,false
institute_miupjohn_02,woodbury_stephena_01,MI: Upjohn Institute,Stephen A. Woodbury,1,0.111111,false
institute_miupjohn_02,zhu_inhuizhong_01,MI: Upjohn Institute,in Huizhong Zhu,1,0.166667,false
institution_dcthebrookings_01,orszag_peterr_02,D.C.: The Brookings Institution,Peter R. Orszag).,1,0.111111,false
institution_dcthebrookings_01,security_pathtoprosperityhamiltonprojectideasonincome_02,D.C.: The Brookings Institution,Path to Prosperity: Hamilton Project Ideas on Income Security,1,0.111111,false
institution_dcthebrookings_01,washington_taxes_04,D.C.: The Brookings Institution,Taxes.  Washington,1,0.111111,false
internationalcannabisconsortium_x_01,jain_sonia_02,International_Cannabis_Consortium,Sonia Jain,1,0.010417,false
internationalcannabisconsortium_x_01,johannesson_magnus_01,International_Cannabis_Consortium,Magnus Johannesson,1,0.010417,false
internationalcannabisconsortium_x_01,joshi_peterk_01,International_Cannabis_Consortium,Peter K. Joshi,1,0.010417,false
internationalcannabisconsortium_x_01,karhunen_ville_01,International_Cannabis_Consortium,Ville Karhunen,1,0.010417,false
internationalcannabisconsortium_x_01,karlsson_robert_01,International_Cannabis_Consortium,Robert Karlsson,1,0.010417,false
internationalcannabisconsortium_x_01,kessler_ronaldc_02,International_Cannabis_Consortium,Ronald C. Kessler,1,0.010417,false
internationalcannabisconsortium_x_01,kleinman_aaron_01,International_Cannabis_Consortium,Aaron Kleinman,1,0.010417,false
internationalcannabisconsortium_x_01,koellinger_philippd_01,International_Cannabis_Consortium,Philipp D. Koellinger,1,0.010417,false
internationalcannabisconsortium_x_01,kong_edward_02,International_Cannabis_Consortium,Edward Kong,1,0.010417,false
internationalcannabisconsortium_x_01,kooyman_maarten_01,International_Cannabis_Consortium,Maarten Kooyman,1,0.010417,false
internationalcannabisconsortium_x_01,kumari_meena_01,International_Cannabis_Consortium,Meena Kumari,1,0.010417,false
internationalcannabisconsortium_x_01,laibson_david_01,International_Cannabis_Consortium,David Laibson,1,0.010417,false
internationalcannabisconsortium_x_01,lebreton_mael_01,International_Cannabis_Consortium,"Ma\""el Lebreton",1,0.010417,false
internationalcannabisconsortium_x_01,lee_jamesj_05,International_Cannabis_Consortium,James J. Lee,1,0.010417,false
internationalcannabisconsortium_x_01,levin_remy_01,International_Cannabis_Consortium,Remy Levin,1,0.010417,false
internationalcannabisconsortium_x_01,lill_christina_01,International_Cannabis_Consortium,Christina Lill,1,0.010417,false
internationalcannabisconsortium_x_01,linner_richardkarlsson_01,International_Cannabis_Consortium,Richard Karlsson Linner,1,0.010417,false
internationalcannabisconsortium_x_01,mackillop_james_01,International_Cannabis_Consortium,James MacKillop,1,0.010417,false
internationalcannabisconsortium_x_01,magnusson_patrikke_01,International_Cannabis_Consortium,Patrik K. E. Magnusson,1,0.010417,false
internationalcannabisconsortium_x_01,mannikko_minna_01,International_Cannabis_Consortium,"Minna M\""annikk\""o",1,0.010417,false
internationalcannabisconsortium_x_01,mcqueen_matthew_02,International_Cannabis_Consortium,Matthew McQueen,1,0.010417,false
internationalcannabisconsortium_x_01,meddens_fleur_01,International_Cannabis_Consortium,Fleur Meddens,1,0.010417,false
internationalcannabisconsortium_x_01,meddens_gerardus_02,International_Cannabis_Consortium,Gerardus Meddens,1,0.010417,false
internationalcannabisconsortium_x_01,meyer_michellen_04,International_Cannabis_Consortium,Michelle N. Meyer,1,0.010417,false
internationalcannabisconsortium_x_01,morcillosuarez_carlos_01,International_Cannabis_Consortium,Carlos Morcillo-Suarez,1,0.010417,false
internationalcannabisconsortium_x_01,muntane_gerard_01,International_Cannabis_Consortium,Gerard Muntan\'e,1,0.010417,false
internationalcannabisconsortium_x_01,navarro_arcadi_01,International_Cannabis_Consortium,Arcadi Navarro,1,0.010417,false
internationalcannabisconsortium_x_01,nivard_michel_01,International_Cannabis_Consortium,Michel Nivard,1,0.010417,false
internationalcannabisconsortium_x_01,okbay_aysu_02,International_Cannabis_Consortium,Aysu Okbay,1,0.010417,false
internationalcannabisconsortium_x_01,palmer_abraham_01,International_Cannabis_Consortium,Abraham Palmer,1,0.010417,false
internationalcannabisconsortium_x_01,pers_tuneh_01,International_Cannabis_Consortium,Tune H. Pers,1,0.010417,false
internationalcannabisconsortium_x_01,posthuma_danielle_01,International_Cannabis_Consortium,Danielle Posthuma,1,0.010417,false
internationalcannabisconsortium_x_01,psychiatricgenomicsconsortium_x_01,International_Cannabis_Consortium,Psychiatric_Genomics_Consortium,1,0.010417,false
internationalcannabisconsortium_x_01,rietveld_corneliusa_01,International_Cannabis_Consortium,Cornelius A. Rietveld,1,0.010417,false
internationalcannabisconsortium_x_01,rooij_vanfrank_02,International_Cannabis_Consortium,van Frank Rooij,1,0.010417,false
internationalcannabisconsortium_x_01,sanchezroige_sandra_01,International_Cannabis_Consortium,Sandra Sanchez-Roige,1,0.010417,false
internationalcannabisconsortium_x_01,schmidt_klaus_02,International_Cannabis_Consortium,Klaus Schmidt,1,0.010417,false
internationalcannabisconsortium_x_01,schunk_daniel_01,International_Cannabis_Consortium,Daniel Schunk,1,0.010417,false
internationalcannabisconsortium_x_01,smart_melissac_01,International_Cannabis_Consortium,Melissa C. Smart,1,0.010417,false
internationalcannabisconsortium_x_01,socialsciencegeneticassociationconsortium_x_01,International_Cannabis_Consortium,Social_Science_Genetic_Association_Consortium,1,0.010417,false
internationalcannabisconsortium_x_01,stein_murray_04,International_Cannabis_Consortium,Murray Stein,1,0.010417,false
internationalcannabisconsortium_x_01,sutter_matthias_01,International_Cannabis_Consortium,Matthias Sutter,1,0.010417,false
internationalcannabisconsortium_x_01,svento_rauli_01,International_Cannabis_Consortium,Rauli Svento,1,0.010417,false
internationalcannabisconsortium_x_01,taskesen_erdogan_01,International_Cannabis_Consortium,Erdogan Taskesen,1,0.010417,false
internationalcannabisconsortium_x_01,thurik_aroy_01,International_Cannabis_Consortium,A. Roy Thurik,1,0.010417,false
internationalcannabisconsortium_x_01,tiemeier_henning_01,International_Cannabis_Consortium,Henning Tiemeier,1,0.010417,false
internationalcannabisconsortium_x_01,timmers_paulrhj_01,International_Cannabis_Consortium,Paul RHJ Timmers,1,0.010417,false
internationalcannabisconsortium_x_01,timshel_pascaln_01,International_Cannabis_Consortium,Pascal N. Timshel,1,0.010417,false
internationalcannabisconsortium_x_01,tino_stephen_01,International_Cannabis_Consortium,Stephen Tino,1,0.010417,false
internationalcannabisconsortium_x_01,trzaskowski_maciej_01,International_Cannabis_Consortium,Maciej Trzaskowski,1,0.010417,false
internationalcannabisconsortium_x_01,turley_patrick_01,International_Cannabis_Consortium,Patrick Turley,1,0.010417,false
internationalcannabisconsortium_x_01,uitterlinden_andre_01,International_Cannabis_Consortium,Andre Uitterlinden,1,0.010417,false
